freq,vs
2.0,6.417393997233189e-14
2.0,1.5950608246599605
2.0,0.3612179420391594
2.0,0.1813817091748551
2.0,0.08795483335302638
2.0,0.008118114626096289
2.0,0.008118116895034633
2.0,0.009312749757797414
2.0,0.009312748450769421
4.0,1.6695326413188015e-13
4.0,5.39562442486311e-14
4.0,1.5950277452229924
4.0,0.3606636904726754
4.0,0.25289611423124464
4.0,0.12241644052098462
4.0,0.01625237540607635
4.0,0.016252387281232367
4.0,0.018645624531320324
4.0,0.018645616959657985
6.0,1.4011110884911917e-14
6.0,9.33605318714913e-15
6.0,1.5949725101361534
6.0,0.3603711569150273
6.0,0.304690515799205
6.0,0.14752896119046588
6.0,0.024417747916185183
6.0,0.024417757839681215
6.0,0.02801805142549868
6.0,0.028018041866676602
8.0,2.54783863403307e-15
8.0,1.5948949646170851
8.0,0.365441932445657
8.0,0.34049964670586935
8.0,0.1675962149401615
8.0,0.0326260180151521
8.0,0.03262601286411795
8.0,0.0374479813834639
8.0,0.03744797601322377
10.0,3.2463400750817522e-15
10.0,1.5947948900042759
10.0,0.391289169659232
10.0,0.34840705687308593
10.0,0.04088231904345469
10.0,0.040882319043737986
10.0,0.18431494867418563
10.0,0.04695101540261731
10.0,0.04695101540296205
12.0,4.801729981510608e-15
12.0,5.50198227048104e-16
12.0,6.8533780024624906e-15
12.0,1.5946720019095657
12.0,0.4214596231021437
12.0,0.3467118981074381
12.0,0.04917833677743069
12.0,0.04917833677726778
12.0,0.05653944482103113
12.0,0.05653944482105887
12.0,0.19857013440452892
14.0,1.134028555004316e-15
14.0,1.5945259475955442
14.0,0.4491630388886084
14.0,0.343350059760517
14.0,0.057478766014989545
14.0,0.05747876601441021
14.0,0.06622117421640693
14.0,0.06622117421625276
14.0,0.210896165858552
16.0,5.422113419151818e-15
16.0,4.127232383359771e-15
16.0,3.1650555087116863e-16
16.0,1.5943563025997693
16.0,0.47427528837521676
16.0,0.3392443160298433
16.0,0.0656934572223767
16.0,0.06569345722266308
16.0,0.07599881279559291
16.0,0.07599881279554174
16.0,0.22164692316685441
18.0,2.2492055719319812e-15
18.0,1.5941625663855257
18.0,0.49711926448262267
18.0,0.07361959386811552
18.0,0.07361959386852227
18.0,0.085868905169131
18.0,0.08586890516914052
18.0,0.334683531103089
18.0,0.23107240426715867
20.0,6.798757238115715e-16
20.0,1.4143228330719515e-15
20.0,1.5939441565924
20.0,0.5180054527675437
20.0,0.08082331010185403
20.0,0.08082331010188161
20.0,0.09582089945206991
20.0,0.09582089945208747
20.0,0.3298621603643654
20.0,0.2393582324457876
22.0,4.365273104089713e-15
22.0,1.5937004009482363
22.0,0.5371899355060001
22.0,0.08646388544031719
22.0,0.08646388544030384
22.0,0.10583391557245703
22.0,0.10583391557245582
22.0,0.3249613423719414
22.0,0.24664824383598577
24.0,1.4368827705594636e-15
24.0,1.5934305240524356
24.0,0.08986033716561645
24.0,0.08986033716559139
24.0,0.5548787602867218
24.0,0.11586650593557234
24.0,0.11586650593556459
24.0,0.32015898075983207
24.0,0.25305860386157164
26.0,1.0159113052703352e-14
26.0,1.4256393138072761e-08
26.0,0.005426199513007399
26.0,0.00542619951300526
26.0,1.59313361866065
26.0,0.09399825793907425
26.0,0.09399825793928872
26.0,0.5712368864450954
26.0,0.12583079322363458
26.0,0.125830793223635
26.0,0.31562040838113725
26.0,0.2586873651671225
28.0,4.5481841602783375e-15
28.0,9.183716134728237e-12
28.0,9.482732230120933e-12
28.0,0.037131971076218795
28.0,0.037131971076214056
28.0,1.59280854501237
28.0,0.1012512325401501
28.0,0.10125123253534835
28.0,0.1355406824862243
28.0,0.13554068248622433
28.0,0.5863953042558632
28.0,0.3114843886353944
28.0,0.26362135660261776
30.0,7.27553338663259e-15
30.0,2.4251777955441634e-15
30.0,1.1893780472250547e-14
30.0,1.6015387566596633e-14
30.0,3.0551421757115042e-15
30.0,1.3453987310233907e-12
30.0,2.613162179486101e-13
30.0,1.5924531144339618
30.0,0.11008220349425493
30.0,0.11008220349443934
30.0,0.14463472284098824
30.0,0.14463472284096474
30.0,0.6004553171634486
30.0,0.30785221260223256
30.0,0.2679412515843669
32.0,2.3668465830502342e-12
32.0,1.5920838042056018
32.0,1.0849179251229613
32.0,0.15253686699101096
32.0,0.1525368669895193
32.0,0.11960822843902683
32.0,0.11960822843888491
32.0,0.6134895230635297
32.0,0.3047836119976827
32.0,0.2717250695260685
34.0,3.2595123544060335e-14
34.0,3.360919405432031e-14
34.0,9.192514831796033e-11
34.0,1.5916596234856912
34.0,0.15871676122094822
34.0,0.15871676121614237
34.0,0.1295482594566464
34.0,0.12954825114356777
34.0,0.6432619543738437
34.0,0.6255381701345956
34.0,0.30229953429614576
34.0,0.2750500594995427
36.0,5.979445707424412e-16
36.0,6.726876420852175e-15
36.0,2.8074992758684412e-11
36.0,1.1485796825583611e-11
36.0,1.5912102996495687
36.0,0.1634592446128189
36.0,0.16345924461018924
36.0,0.139823587655487
36.0,0.13982358688899493
36.0,0.6365976442175346
36.0,0.5310147471492681
36.0,0.30038953803532104
36.0,0.27799288906079017
38.0,2.131532020093023e-14
38.0,1.4913141370822317e-13
38.0,1.1994774648193889e-11
38.0,3.6568746773200547e-11
38.0,1.5907266544466105
38.0,0.1678960511481345
38.0,0.1678960511662072
38.0,0.15043064647479815
38.0,0.15043064729492744
38.0,0.6465904792257497
38.0,0.47810603690869713
38.0,0.2990210144475441
38.0,0.28062829462852623
40.0,5.189265099715891e-14
40.0,1.77502602324433e-16
40.0,8.875130116221755e-16
40.0,1.5902060676180956
40.0,0.17275014458948557
40.0,0.17275014458948149
40.0,0.1613998819302961
40.0,0.16139988193028562
40.0,0.6552910802213708
40.0,0.44780677408068187
40.0,0.29814802364583276
40.0,0.2830267134222773
42.0,4.113216328455709e-15
42.0,3.8501874471189625e-15
42.0,1.5896486828034848
42.0,1.2630004721026227
42.0,0.17806457615988
42.0,0.1780645761598886
42.0,0.1727802787735169
42.0,0.17278027877352656
42.0,0.6621163339203314
42.0,0.42874990796478313
42.0,0.29771849460414385
42.0,0.2852516826181455
44.0,7.956329825586268e-16
44.0,1.5890466169671233
44.0,0.18366348823305229
44.0,0.1836634882330541
44.0,0.90421906620626
44.0,0.18463132313861574
44.0,0.18463132313861433
44.0,0.6654704423311967
44.0,0.41613443197091826
44.0,0.29767939246814223
44.0,0.2873577754531584
46.0,1.1320144292750545e-14
46.0,7.80699606396592e-15
46.0,5.11379330190673e-15
46.0,1.5884004488415275
46.0,0.18936664753343616
46.0,0.18936664753344415
46.0,0.19701366927662836
46.0,0.1970136692766204
46.0,0.7846646138159967
46.0,0.6609052492947156
46.0,0.407546802458408
46.0,0.29798000820811227
46.0,0.28938954891501356
48.0,4.107974172164034e-16
48.0,1.6431896688656885e-14
48.0,1.5877054940478152
48.0,0.19501427949359756
48.0,0.19501427949360076
48.0,0.2099678385266431
48.0,0.20996783852664355
48.0,0.7411642956347494
48.0,0.6424044151267949
48.0,0.401629833549801
48.0,0.2985737745514827
48.0,0.2913815781695403
50.0,8.063655382790332e-17
50.0,1.5869566842798308
50.0,0.2004437097757952
50.0,0.20044370977579407
50.0,0.22345697196652664
50.0,0.22345697196651823
50.0,0.7309719377802715
50.0,0.6171448277849049
50.0,0.39755898461166483
50.0,0.29941905156997184
50.0,0.2933593448527554
52.0,2.2274357094423985e-14
52.0,0.20545418183316705
52.0,0.20545418183319294
52.0,1.5861470796389465
52.0,0.23721054862557123
52.0,0.23721054862557586
52.0,0.7314421743004562
52.0,0.5951386697897595
52.0,0.39480456392610513
52.0,0.30047925892285143
52.0,0.2953406190067753
54.0,7.818555223544243e-15
54.0,8.648448039907969e-14
54.0,4.302755129577376e-12
54.0,0.2097517196762551
54.0,0.20975171967627632
54.0,1.5852659430294158
54.0,0.2503053774219371
54.0,0.2503053774219397
54.0,0.7352048796358099
54.0,0.5780384969651662
